x,y,dir,enemyCount,distBucket,move,face,q
13,4,w,0,4,k,n,151.43797009723326
10,1,n,0,3,s,s,251.53684876404733
13,4,w,0,4,k,e,143.97171626204664
10,1,n,0,3,s,w,251.51942583910048
16,6,n,5,5,s,s,20.350580762009812
10,1,n,0,3,s,n,251.52912530939795
18,9,n,3,6,s,e,5.148058673046741
14,-10,n,0,5,j,s,73.85526771521397
14,-10,n,0,5,j,n,115.31912162753561
18,9,n,3,6,s,n,0.14049821552285655
14,-10,n,0,5,j,e,110.08657438843585
13,4,w,0,4,j,s,172.9597567284499
13,4,w,0,4,j,w,173.3108401057689
9,-9,s,0,4,j,n,177.37482627238586
14,-10,n,0,5,h,w,122.42815216751879
14,-10,n,0,5,h,s,115.43115320247915
9,-9,s,0,4,j,w,177.52413051235823
14,-10,n,0,5,h,n,122.27336888161842
9,-9,s,0,4,j,s,177.5488520164604
10,3,w,0,3,s,w,219.3233304645574
15,3,s,0,5,l,w,141.7722706958848
8,5,e,1,3,l,e,52.59123724803762
15,3,s,0,5,l,s,146.141748500001
15,3,s,0,5,l,n,117.84923175412817
10,3,w,0,3,s,n,219.3392092142256
9,-9,s,0,4,k,e,152.41073707918622
10,3,w,0,3,s,s,219.33763577690462
8,5,e,1,3,l,s,38.71224131616732
8,5,e,1,3,l,w,32.4358031894251
8,5,e,1,3,l,n,53.821929089521376
-14,0,n,0,4,l,s,147.79041408687792
-14,0,n,0,4,l,n,149.64974144661358
8,5,e,1,3,k,w,58.30150407471676
-14,0,n,0,4,l,e,143.3433295769149
10,3,w,0,3,s,e,198.36028366867995
15,3,s,0,5,l,e,140.23213291970654
9,-9,s,0,4,k,s,152.41334704241362
12,4,e,2,4,s,e,16.61542763723728
9,-9,s,0,4,k,n,152.44829980702315
12,4,e,2,4,s,n,10.397909540122528
-14,0,n,0,4,l,w,153.57528919509727
9,-9,s,0,4,k,w,152.4260127342759
15,3,s,0,5,k,s,173.87701801052424
14,-10,n,0,5,h,e,123.57382658463777
15,3,s,0,5,k,n,141.53447904384143
9,-9,s,0,4,l,e,152.26770656930407
8,5,e,1,3,k,e,27.064743098399052
9,-9,s,0,4,l,n,152.44109509021416
15,3,s,0,5,k,e,175.277012999393
8,5,e,1,3,k,n,64.68263544950851
8,5,e,1,3,k,s,44.069541544967166
15,3,s,0,5,k,w,179.5551240449759
6,-1,s,0,2,h,s,341.5727221917738
8,-6,s,0,3,s,n,207.12728150055327
6,-1,s,0,2,h,n,341.6642850077725
14,-3,s,1,4,h,e,29.405903266382538
8,-6,s,0,3,s,s,207.12645442508529
-4,-1,e,0,1,h,s,332.32596043435257
8,-6,s,0,3,s,w,207.10682168656746
6,-1,s,0,2,h,w,341.6056416149418
-4,-1,e,0,1,h,w,332.15562537314617
17,-1,e,0,5,h,s,122.81954362526336
0,9,n,0,3,s,e,216.3851920983344
-4,-1,e,0,1,h,n,332.41591556146864
17,-1,e,0,5,h,n,136.10841789305272
17,-1,e,0,5,h,w,120.7179672068751
-4,-1,e,0,1,h,e,332.66831249844796
0,9,n,0,3,s,n,216.36148566050005
10,1,n,0,3,h,n,271.5845924041845
0,9,n,0,3,s,s,216.38369524312614
0,9,n,0,3,s,w,216.3492449403805
10,1,n,0,3,h,e,271.5634978448428
-4,1,n,0,1,s,e,357.4124955265367
-4,1,n,0,1,s,n,357.3280092015347
-16,-7,s,0,5,l,n,93.51181895160796
-10,5,s,0,3,s,n,197.01569078653404
-4,1,n,0,1,s,w,357.0887125059047
-16,-7,s,0,5,l,w,98.40881307381515
-10,5,s,0,3,s,e,196.98999163300823
-4,1,n,0,1,s,s,357.5665217994195
8,-6,s,0,3,s,e,192.54380618652505
-16,-7,s,0,5,l,s,105.09885143020792
12,2,s,0,4,s,w,210.08798359858469
12,2,s,0,4,s,s,210.11095658477723
6,-10,s,0,3,s,e,185.22807881024582
6,-10,s,0,3,s,n,185.3914543748624
